"Text","Positive","Negative","Score","Summary","PosPercent","NegPercent"
"ayo taaruf dek",1,0,1,"Positive",1,0
"rakpopo taaruf din wkwkw",0,0,0,"Positive",0,0
"taaruf ya",1,0,1,"Positive",1,0
" taaruf mah",0,0,0,"Positive",0,0
" difikiran orang pacar pengin taaruf cowok tajir tujuh turunan gue rumah bahagiain orang tua",5,5,0,"Positive",0.5,0.5
"cie taaruf hehe",0,0,0,"Positive",0,0
"aiiih buru gih bikin cv datengin sekolah ta'aruf terdekat",3,3,0,"Positive",0.5,0.5
" h jadian rp shout baby ryoukushoku shakai twitter v bks cicak ta'aruf yuk gan drop emoji send questions",3,3,0,"Positive",0.5,0.5
"bungkusnya musiumin gue dikasihnya wadah gito cowok gue ajak ta'aruf",2,2,0,"Positive",0.5,0.5
" gue masak indomie komplit pakai telor mengajak taaruf ya",3,1,2,"Positive",0.75,0.25
"bos jodoh tau tbtb langsung taaruf yegak hahaha",3,2,1,"Positive",0.6,0.4
"iya kalo gue taaruf paris ya ",1,0,1,"Positive",1,0
"amin pulang sung ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"nama fa kota kaltim jenis kelamin p usia status pekerjaan rebahan pendidikan lulus jalur coronces sholat alhamdulillah kriteria calon jelasin target nikah ciri fisik ",8,9,-1,"Negative",0.470588235294118,0.529411764705882
"teman seangkatan nikah deketan menyusul wow tindak menyangka btw taaruf loh ya sholehah teman akunya hmm pacaran jomblo wkwkwkwkwkw",7,6,1,"Positive",0.538461538461538,0.461538461538462
"moon maaf maunya taaruf kim sok hyun",2,2,0,"Positive",0.5,0.5
"astaga taaruf taarif hahahha ok bok perasan",2,1,1,"Positive",0.666666666666667,0.333333333333333
"kinek mun indak retis indon nikah nya pakai taarif indah hmm tiber sekian",2,2,0,"Positive",0.5,0.5
" taarufan diskitarku air menglalir taaruf",0,1,-1,"Negative",0,1
"wow benaran kayak pikirin jaman benaran taaruf kah chat berdua perantara kecuali chatannya grup minimal bertiga mahram xixi",4,6,-2,"Negative",0.4,0.6
"hmm gengsi banget mengaku pacaran sok sok taaruf alah prut menodai makna taaruf sbenarnya hihihi",4,3,1,"Positive",0.571428571428571,0.428571428571429
" sih wkwk gampang banget melabeli taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
" taaruf jacob perantaranya",0,0,0,"Positive",0,0
" seleb proses taaruf nya chat berdua proses galaunya cerita orang jalan berdua nikah beda konsep taaruf gue tau ya gue salah ya netijen",11,9,2,"Positive",0.55,0.45
" taaruf tenar gara seleb pengin nyuruh sharing taaruf gue pulang gue pas dengar kondisi hati pikiran taaruf tujuan taarufnya gue langsung bilang subhanallah tif gue sih hebat lu",7,5,2,"Positive",0.583333333333333,0.416666666666667
"taaruf ",0,0,0,"Positive",0,0
"taaruf ",0,0,0,"Positive",0,0
" tertikung taaruf eh khasanah perselingkuhan manusia kontrasnya wkwk",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"bacot deh sih taaruf taaruf ileran enek lihat beritanya",2,3,-1,"Negative",0.4,0.6
" uwu ya manis bawa bawa taaruf sesuai blasss nya giung cenderung eneg heeeee",4,4,0,"Positive",0.5,0.5
"taaruf gaya barat nya kakak",0,0,0,"Positive",0,0
"ta'aruf matamu",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"judulnya taaruf target nikah nyarinya bahahaha",2,1,1,"Positive",0.666666666666667,0.333333333333333
"mainannya taaruf aduh mantap pisan",3,2,1,"Positive",0.6,0.4
" deh masak mie ayo taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"penjelasan rey mbayang proses taaruf dinda hauw",2,1,1,"Positive",0.666666666666667,0.333333333333333
" masak mie kalo taaruf'",1,1,0,"Positive",0.5,0.5
"ditinggalin gabaik didatangi langsung mengajak ta'aruf sholeh idaman beuh semoga ya amin",6,5,1,"Positive",0.545454545454545,0.454545454545455
" aplot foto mukanya dikasi stiker kayanya taaruf",3,2,1,"Positive",0.6,0.4
"temanku tipikal orang prefer melaksanakan taaruf pacaran tipikal orang mengenali pasangan mendalam menikah senang teman mengobrol berbeda tipe",8,7,1,"Positive",0.533333333333333,0.466666666666667
"yaudahlah muk taaruf woo ",0,1,-1,"Negative",0,1
"bissmillah waalaikumsalam maaf maunya taaruf ",2,2,0,"Positive",0.5,0.5
" jomblo jomblo kalo taaruf",2,2,0,"Positive",0.5,0.5
"iklan anak mencari jodoh bottom dom kirim cv taaruf dm ",4,3,1,"Positive",0.571428571428571,0.428571428571429
"nama adi kota magelang jenis kelamin lk usia status dewean pekerjaan keliling pulau pendidikan smk sholat kriteria calon sak nyaman e target nikah mendekati ciri fisik lupa foto hastag",10,9,1,"Positive",0.526315789473684,0.473684210526316
" - cwrita nya kayak dinda rey jwno renjun taaruf sadja",0,1,-1,"Negative",0,1
"suami orang kuajak taaruf",1,1,0,"Positive",0.5,0.5
"awokwk cv taaruf",0,0,0,"Positive",0,0
"taaruf juragan",0,1,-1,"Negative",0,1
" taaruf masya allah berbulan ngobrolnya group murobinya chat pakai emoticon reminder",2,1,1,"Positive",0.666666666666667,0.333333333333333
" kesel lihat propaganda ta'aruf artis hijrah gencar mempromosikan ta'aruf jalan sempurna pacaran ta'aruf pasangan mengenal comot",7,9,-2,"Negative",0.4375,0.5625
"wkwkwkk berani taaruf mon enak face face",1,1,0,"Positive",0.5,0.5
" taaruf cang",0,0,0,"Positive",0,0
"yodah entar bucinn ya langsung ta aruf ",2,2,0,"Positive",0.5,0.5
"nama wahyu kota palembang jenis kelamin lakilaki orisinal usia status jomblo fisabilillah pekerjaan forestee pendidikan smk sholat bolong kriteria calon perempuancewekwanita target nikah ciri fisik ",8,9,-1,"Negative",0.470588235294118,0.529411764705882
"kupas tuntas rizki 'academi pacaran taaruf langsung lamar silakan subscribe like n share",5,2,3,"Positive",0.714285714285714,0.285714285714286
"kemarin taaruf selingkuh",0,1,-1,"Negative",0,1
"pengin taaruf ",0,0,0,"Positive",0,0
"yaudah bikin cv deh beb masuk memasukkan forum taaruf",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"nama hendrya gandi kota medan jenis kelamin laki laki usia status single pekerjaan pendidikan otw sih amin sholat insyaallahkadang bolong kriteria calon iman target nikah ciri fisik ",8,10,-2,"Negative",0.444444444444444,0.555555555555556
" iler taaruf entar indah ",1,1,0,"Positive",0.5,0.5
"maunya langsung taaruf cari suami",3,2,1,"Positive",0.6,0.4
" taaruf cemana",0,0,0,"Positive",0,0
"pacaran dosa taaruf yuk hestektaarufituindah",2,2,0,"Positive",0.5,0.5
"ayok mah taaruf",0,0,0,"Positive",0,0
"bosan taaruf jalur fast track malam masak indomie mantan napi selingkuh heboh",2,6,-4,"Negative",0.25,0.75
"iya mbak judulnya ta'aruf",1,1,0,"Positive",0.5,0.5
"nama adhi nugroho kota jepara laki usia status jomblo istiqlal pekerjaan anak medis pendidikan sholat tertib kriteria calon tau agama penyayang target nikah kurg ciri fisik berwujud manusia",12,12,0,"Positive",0.5,0.5
"yuk ta'aruf lin",1,1,0,"Positive",0.5,0.5
"im fan indonesian' artist lihat sg teman prilly muk nikah reza rahadian cuy woy edan jawdrop sih akwksqokskaoaowksosk kaget banget musim nikah taaruf gimmick filmseries sih",5,4,1,"Positive",0.555555555555556,0.444444444444444
"gapapa nyot menjadikan motivasi pacaran otw taaruf bangchan",3,3,0,"Positive",0.5,0.5
"kalo gue ngelurusin sih cowok tipe suami kayak memantaskan taaruf diajari agama islam",4,4,0,"Positive",0.5,0.5
" iyasih mengklaim taaruf patut retweet biar salah paham ",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" bunga bittersweet taaruf",1,1,0,"Positive",0.5,0.5
"ta'aruf perkenalan kenal ta'arufan tujuannya arah menikah lo ya pelantara main chet pribadi kalo kenal namanya ta'aruf lamaran langsung ",10,11,-1,"Negative",0.476190476190476,0.523809523809524
"rencana ajak ta'aruf",2,2,0,"Positive",0.5,0.5
"kemarin rame taaruf rame selingkuh besok rame selingkuh taaruf ",3,5,-2,"Negative",0.375,0.625
"dipaksa taaruf anyageraldine piye mas",0,2,-2,"Negative",0,1
" sw niat ceramah sw nya daddy chris nge dj pembukaan nya penampilan daddy chris nge dj membaca ceramah ta'aruf",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"anjay buset deh mengajak ta'aruf langsung cowonya wkwk",2,2,0,"Positive",0.5,0.5
" kenal ",1,1,0,"Positive",0.5,0.5
"ya ampun indon sehari bahas taaruf nya salah ileran alay lebay dll hidup urus menjalani urusan lo bikin berita berbobot bertambah pengetahuan",8,9,-1,"Negative",0.470588235294118,0.529411764705882
" maunya taaruf ",1,1,0,"Positive",0.5,0.5
" membutuhkan draft cv ta'aruf hubungi masnya ",1,3,-2,"Negative",0.25,0.75
"hey mutualku taaruf jaehyun ",0,0,0,"Positive",0,0
"bagiku point dipegang intinya komunikasi putus bilang kalo taaruf ya tinggal belah memantaskan ",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"ya gapapa mas kasih tau tujuannya taaruf yaudah intinya pacaran ",5,5,0,"Positive",0.5,0.5
"wingi ge story ta'aruf saiki ge story jesica diselingkuhi mbok wes mengaji kono loh",1,3,-2,"Negative",0.25,0.75
"rey mbayang enak ngajakin dinda ta'aruf muka ganteng uang gue boro boro dinda cantik nya dalem anak tetangga tau gue lehoan",6,10,-4,"Negative",0.375,0.625
"nama panda kota tangerang jenis kelamin wanita usia status jomblo halal pekerjaan pedagang kaki pendidikan sholat memperbaiki kriteria calon terima target nikah insyaallah ciri fisik sni",10,10,0,"Positive",0.5,0.5
"nama eviyaa kota jambi jenis kelamin cewek asli usia status jomblo fisabilillah pekerjaan pendidikan otw sih amin sholat alhamdulillah kadang kriteria calon cowok target nikah skuy ciri fisik ",10,9,1,"Positive",0.526315789473684,0.473684210526316
"kemarin enak citra cowok berita uwuan orang ta'aruf",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"eh sapa tau tbtb ngajakin taaruf wkwkwkkwkwkwkwk",0,1,-1,"Negative",0,1
"oye hoye ye bohut hi fikar ki baat hai aap jaldi cyber security walon rabta karein aur unko jald khatrey aagah karein aur apna ta'aruf karwayen wo aapko free mein service dengey",2,3,-1,"Negative",0.4,0.6
" pacar langsung taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
" dayanya nenek yeah oke ayo taaruf",3,1,2,"Positive",0.75,0.25
"membalas nama yuni kota jogja jenis kelamin usia status mencari jodoh pendidikan sih kriteria calon suka bercanda serius perasaan target nikah soon possible",8,13,-5,"Negative",0.380952380952381,0.619047619047619
" ya ",1,0,1,"Positive",1,0
"nama zainal abidin kota magetan jawa timur jenis cowok usia pekerjaan dagang pencari mangga pendidikan sd kriteria calon ciri fisik tau",3,7,-4,"Negative",0.3,0.7
" bosan main twitter nikah taaruf selingkuh pelakor tiktok anin",2,3,-1,"Negative",0.4,0.6
"jessica taaruf kaum domba onta",0,1,-1,"Negative",0,1
" tau prilly deh tunangan reza rahadian musim taaruf semoga samawa mantanku",2,2,0,"Positive",0.5,0.5
" boom nih selingkuh wkwkwk bar sabar yaw taaruf wkwkwkwk",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf mah ketemuan ukhti",1,0,1,"Positive",1,0
"menunggu ta'aruf hihi",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"keken mengajak julid malam singlet gamis langsung namanya hijrah pacaran chat namanya langsung taaruf sih ",8,5,3,"Positive",0.615384615384615,0.384615384615385
"nama winarti meli agustina kota garut jenis kelamin wanita asli usia otw kepala status hts pekerjaan rebahan pendidikan sholat ingsaallah kriteria calon sholeh kerja keras target nikah ciri fisik lihat",11,11,0,"Positive",0.5,0.5
" taaruf pengenalan menikah lelaki perlihatkan wajah sih calon istri pemilik hati terbersih manusia memiliki kasih mengharapkan belas kasih allah",12,7,5,"Positive",0.631578947368421,0.368421052631579
"nama kadir kota surakarta jenis kelamin laki usia status bebas muda berbahaya pekerjaan chef pendidikan smk sholat kadang kriteria calon wanita target nikah ciri fisik foto",9,10,-1,"Negative",0.473684210526316,0.526315789473684
"nama alakatur kota semarang jenis kelamin laki laki usia status pacaran pekerjaan kerja pendidikan tamat sholat tau kriteria calon cewek target nikah tau ciri fisik ya lupa foto hastag",12,13,-1,"Negative",0.48,0.52
" buru",1,1,0,"Positive",0.5,0.5
"jalan terbaiknya adlah taaruf",2,2,0,"Positive",0.5,0.5
"kenalan ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"nama eka kota jogja jenis kelamin perempuan usia status single pekerjaan karyawan swasta pendidikan smk sholat alhamdulillah tertib kriteria calon membimbing target nikah ya ciri fisik ",13,9,4,"Positive",0.590909090909091,0.409090909090909
"nama dedy kota bondowoso jenis cowok usia pekerjaan penjual kopi pendidikan smk kriteria calon muluk ciri fisik tau malas",4,9,-5,"Negative",0.307692307692308,0.692307692307692
"kayak nya prepare tau ygngajak taaruf ",0,2,-2,"Negative",0,1
"teman gue ngakunya taaruf dijemput boncengan berdua kemana ngakunya orang tua ijin pacaran ijin menikah taaruf tahi",4,6,-2,"Negative",0.4,0.6
"aisyah ikutan ah",1,1,0,"Positive",0.5,0.5
"jodoh cerminan kitajika berusaha memperbaik kitainsyallah allah swt pertemukn jodoh baekaamiin indahnya kisah cinta rey dinda taaruf miggu nikah semoga berbahagia jannah",11,8,3,"Positive",0.578947368421053,0.421052631578947
"lihat benaran taaruf mpe akadpun sih cewek panik malu tau kudu moloo pie mbak tin pie mbak tin pas suruh duduk sampingan cewek menutupi mukanya pakai bunga pokoknya uwunya real kawee",9,10,-1,"Negative",0.473684210526316,0.526315789473684
"taaruf ",0,0,0,"Positive",0,0
" jago masak kayak taaruf kayak jungkir kayak ya suka suka hidup hidupnya komentator sibuk ya",9,9,0,"Positive",0.5,0.5
" deh ta'aruf duluan",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ywd taaruf ileran sayang",1,1,0,"Positive",0.5,0.5
"herdi maunya ta'aruf sih",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"nama salsabila ardiasuci maharani kota karanganyar jateng jenis kelamin perempuan usia status nikah pekerjaan pendidikan sholat kriteria calon setia target nikah ciri fisik b lupa foto hastag",10,10,0,"Positive",0.5,0.5
" aryareza inggit prilly ta'aruf pacaran dikenalin orang tua ceritanya",3,5,-2,"Negative",0.375,0.625
"maaf sbnrnya taaruf mark",1,1,0,"Positive",0.5,0.5
"oh ya proses taaruf pakai murobbi ane langsung mengomong main rumah ketemu istri berani alamatnya muncul pas deh married istri cerita pengin benaran ",11,5,6,"Positive",0.6875,0.3125
"kayak nya nikah hasil taaruf bahagia ya ketimbang pacaran berbulan bertahun ",5,5,0,"Positive",0.5,0.5
"nama martian dika kota tuban jenis kelamin lakilaki usia status nikah pekerjaan pendidikan smk sholat kriteria calon kalo bangun tidur cantik target nikah ciri fisik standar lupa foto hastag",11,12,-1,"Negative",0.478260869565217,0.521739130434783
"rey mbayang larangan chatting taaruf via",0,1,-1,"Negative",0,1
"woy kak rey kak adinda nikah cerita sosmed perjalanan cintanya jalan ta'aruf coba kalo cerita sosmed dm artis selebgramtemen lu kayak ",8,9,-1,"Negative",0.470588235294118,0.529411764705882
"asik taaruf",1,0,1,"Positive",1,0
"iye iye taaruf nikmat deeehhhhhh pokoknya beneerrrrr",2,1,1,"Positive",0.666666666666667,0.333333333333333
"allah mencintai ta'aruf langsung nikah pacaran pacar jodoh",7,6,1,"Positive",0.538461538461538,0.461538461538462
"kasihan setia selingkuhin suruh agama ta'aruf nurut sakit selingkuhin",2,6,-4,"Negative",0.25,0.75
"hai lupa besok jum' juli ta'aruf calon keluarga ambalan penegak matacakap season join ya ikuti peserta matacakap smk alikhlas susuru panawangan ciamis",7,4,3,"Positive",0.636363636363636,0.363636363636364
"yaudah ta aruf memantap ",2,2,0,"Positive",0.5,0.5
"kisahku endors admin medsos endors berlanjut komunikasi jatuh hati ajak menikah ta'aruf respon mundur alon alon sebulan dikenalkan saudara cewek",8,8,0,"Positive",0.5,0.5
"assalamualaikum mama kirim cv taaruf",3,0,3,"Positive",1,0
" deh taaruf beb memantaskan ",1,1,0,"Positive",0.5,0.5
" peka memilih ta aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" dengarkan kisah teman taaruf ribet perantaranya lucu ",2,2,0,"Positive",0.5,0.5
"bingung ya",1,0,1,"Positive",1,0
"mencari jodohnya ta'aruf biar berkah",4,4,0,"Positive",0.5,0.5
"ya jannah ta'aruf ",1,1,0,"Positive",0.5,0.5
"taaruf jannah",0,0,0,"Positive",0,0
"oh cobi sukanya taaruf ya pacaran langsung ngebantah diajak nikah langsung diiyain",7,3,4,"Positive",0.7,0.3
"langsung taaruf eaeaaaa",1,0,1,"Positive",1,0
" kayak taaruf nikah ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"hai ta'aruf",1,1,0,"Positive",0.5,0.5
"gasin langsung sapa tau",1,1,0,"Positive",0.5,0.5
"taiklah kemarin taaruf dibanding jessica jane coba bangga alur cerita iri cerita orang anjink",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"takdir r takd sebagimana r ditakdirkan bersatu lulus kuliah taaruf nih skuy tangerang",5,4,1,"Positive",0.555555555555556,0.444444444444444
"konsep taaruf ",0,0,0,"Positive",0,0
" kenal taaruf loh ayo kenalan",3,2,1,"Positive",0.6,0.4
"taaruf dipingit",0,0,0,"Positive",0,0
" taaruf dapatkan pasangan terbaik",3,2,1,"Positive",0.6,0.4
" wanting taaruf cowonya cuman iman potensi salah sih im deadass tired playing games",2,2,0,"Positive",0.5,0.5
"masyaaallah kayak pengin diajak taaruf ",1,1,0,"Positive",0.5,0.5
" meh taaruf lip",0,1,-1,"Negative",0,1
"ngembat ta'aruf tuhan mengizinkan",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"alhamdulillah kiwil taaruf nompo uang ra wil",2,1,1,"Positive",0.666666666666667,0.333333333333333
"maav taaruf",0,0,0,"Positive",0,0
"shalom ughtea taaruf yuk",1,0,1,"Positive",1,0
"nang hotel syariah nek nek arep ambek pacarmu dicegat resepsionis e mengomong o awkmu ta aruf",3,5,-2,"Negative",0.375,0.625
" sih iri taaruf",0,1,-1,"Negative",0,1
"saiki musim taaruf ayo ta'aruf ",1,1,0,"Positive",0.5,0.5
"setauku taaruf pakai perantara dindarey belajar papaa sepenuhnya sesuai syariat islam sygnya netijen mnjadikan dindarey standar patokan laki sholehidaman taarufkhitbahnikah",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"ta'aruf mengenal kenalan one someone",2,3,-1,"Negative",0.4,0.6
"minggu limit minggu limit gue taaruf jaemin",0,0,0,"Positive",0,0
"gue b ya since idfc definisi fakboi tobat kali kaget taaruf media koar agama wkwkw bertele tele banget jir",5,5,0,"Positive",0.5,0.5
" diajak taaruf ",1,0,1,"Positive",1,0
"teman gue pdktin cewek dm deh mengajak taaruf ",1,0,1,"Positive",1,0
"insyaallah jessica jane ta'aruf doakan ya teman teman ku",3,2,1,"Positive",0.6,0.4
"wkwk taaruf versi tuh susah banget dijalaninnya inimah taaruf western version ye fatal banget sih kalo orang nganggep taaruf kayak nikah muda kak butuh support finansial kalo viral bikin youtube adsense mengalir deh",7,8,-1,"Negative",0.466666666666667,0.533333333333333
"arab oppa taaruf ya",1,0,1,"Positive",1,0
"entar langsung taaruf neng wkwk",2,1,1,"Positive",0.666666666666667,0.333333333333333
" cringe fairy tale sejujurnya kenal paham banget kuliah pengin taarufan pasangan sadar taaruf tuh semudah merinding kalo dm tipe idaman suamiku haha",8,7,1,"Positive",0.533333333333333,0.466666666666667
"taaruf yuk",1,0,1,"Positive",1,0
" kemarin mengkhayal kalo jodoh gue tbtb kerumah mengajak taaruf gara-gara lihat pasangan heboh ngayalnya selangit",7,5,2,"Positive",0.583333333333333,0.416666666666667
"taaruf ya beb hehe",1,0,1,"Positive",1,0
"seriusan taaruf ",0,1,-1,"Negative",0,1
" taaruf ",0,0,0,"Positive",0,0
"ta'aruf bayangan kali ah",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" ya bagus memantaskan taaruf kedepan ",3,2,1,"Positive",0.6,0.4
"maknya jomblo",1,1,0,"Positive",0.5,0.5
" ta'aruf fiz",0,1,-1,"Negative",0,1
"taaruf tahi",0,1,-1,"Negative",0,1
"ramean selingkuh taaruf kemarin dikasi bidadari pengin mimiperi lucu anjir",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" sis gue greget baca captionnya walopun gue tau sih parodiin dinda kayak menyepelakan taaruf",1,3,-2,"Negative",0.25,0.75
"anjir mah taaruf bangsat",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" mengajak taaruf dm tipe suami memundurkan sadar duluan",3,2,1,"Positive",0.6,0.4
" sayangnya mengajak ta'aruf",2,2,0,"Positive",0.5,0.5
" musimnya takgendong ganti ta'aruf musim berganti ",2,3,-1,"Negative",0.4,0.6
"pengin mengomong taaruf marak hot topic",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"yuk ta'aruf",1,1,0,"Positive",0.5,0.5
"mencari taaruf dijodohin pilih ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" taaruf hiks",0,0,0,"Positive",0,0
"foto postwedding tren mesra menikah pasangan taaruf dinda hauw rey mbayang intip foto postwedding ",5,2,3,"Positive",0.714285714285714,0.285714285714286
" ta'aruf",0,1,-1,"Negative",0,1
"wkwkwkkwkw iya re suka bilangnya komitmen berkedok hijrah dinamain taaruf cenah hijrah tea nyinyir pacaran padahaaaaal mah komitmen teh angger pacaran",4,4,0,"Positive",0.5,0.5
"iye deh au gua malas berdebat lu ihan taaruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"mending gua taaruf dahhh wkwk",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"pacaran taaruf apapun namanya positif kegiatannya takutnya label ",4,4,0,"Positive",0.5,0.5
" ya diajakin ta'aruf pacarku",2,2,0,"Positive",0.5,0.5
"maaf pacaranmau taaruf",1,1,0,"Positive",0.5,0.5
"kemarin seru serunya taaruf nikah tibatiba rame selingkuh nih munculnya janganjangan selingkuh pakai sistem taaruf ah benci berpikirku",7,10,-3,"Negative",0.411764705882353,0.588235294117647
"taaruf sayang",1,1,0,"Positive",0.5,0.5
"jujur gue tertarik taaruf pertimbangan ketakutan gue suami suka marah kasar menghantui gue taaruf keren banget orang berhasil melakukannya sesuai syariat kalo gue sih kayaknya ya nikah mikir",12,10,2,"Positive",0.545454545454545,0.454545454545455
"ta'aruf kayaknya ",0,2,-2,"Negative",0,1
" belajar perjalanan ta'aruf dinda hauw rey mbayang belajar kisah cinta jessica jane ericko lim postingan sosmed hey mempelajari kisah cinta orang perjalanan cinta indak terbawa haluhalu bikin ennek",10,11,-1,"Negative",0.476190476190476,0.523809523809524
"hahhaa mah kalo tbtb nikah dibilang taaruf publish hubungannya",2,2,0,"Positive",0.5,0.5
" ah taaruf mah",0,0,0,"Positive",0,0
"adeknya hebat banget kujuga lihatnya lihat pasangan menikah pacaran deh syukur bingung dilontarkan taaruf orang kayak mengagungkan taaruf ",8,4,4,"Positive",0.666666666666667,0.333333333333333
"opo adewe saiki cetok biar ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"ericko lim taaruf listy",0,0,0,"Positive",0,0
"ginini orang nangkepnya taaruf kenal berani mengajak nikah",4,3,1,"Positive",0.571428571428571,0.428571428571429
" kali taaruf dok gruung iki wes indak ulang panikan lek delok wa dok",2,2,0,"Positive",0.5,0.5
"ku menangis membayangkan betapa indahnya ta'aruf huhu",3,3,0,"Positive",0.5,0.5
"wi wedok goblok gampang kegoreng opini berita seng genah jebul enek berita taaruf podo ngebet taaruf enek e taawud wile dadi arek wedok seng pintar sitik po moto dibukak pehh celeh e rabi karo lanangan nduk lak ngunu anggepan e ya lesbi wae cohhhh",4,8,-4,"Negative",0.333333333333333,0.666666666666667
" nih teman ane ya bilangnya taaruf kemane berdua boncengan pegangan mengaji berangkatnye berduaan aduhai chat ketemuan taaruf model ya mon map",9,4,5,"Positive",0.692307692307692,0.307692307692308
" taaruf premi",0,0,0,"Positive",0,0
"assalammualaikum bilang taaruf kyungsoo",0,0,0,"Positive",0,0
" taaruf gue ceritain teman gue taaruf",0,0,0,"Positive",0,0
" taaruf mengasih cincin ultahnya pendekatan gue taaruf pendekatan hts ",4,3,1,"Positive",0.571428571428571,0.428571428571429
"intinya mah gue kayaknya menjalani taaruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" taaruf bismillah",1,0,1,"Positive",1,0
"syiriq tanda ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"konsumsi netijen cepat berubah ya drama uwwu taaruf nikah muda anjlok perselingkuhan",5,7,-2,"Negative",0.416666666666667,0.583333333333333
"ta'aruf kali ya",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" tepatnya taaruf pernikahan pacaran",3,2,1,"Positive",0.6,0.4
"ta'aruf warung makan kak ola",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"pengin ta'aruf ajak '",1,1,0,"Positive",0.5,0.5
"taaruf xixixi",0,0,0,"Positive",0,0
" cincong lo tom mending taaruf ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" pas proses taaruf tipenya ditambahin masak indomie masak nasi",5,2,3,"Positive",0.714285714285714,0.285714285714286
"alhamdulillah nikah konsep taaruf jalankan setuju gambar",5,4,1,"Positive",0.555555555555556,0.444444444444444
"langsung taaruf",1,0,1,"Positive",1,0
"haayyy menkkk mengenalkan japsel cantig asdagajkelshahqkakeuhehwizibehwia shwoqoq ehsiqkqbejwiwownbejwiaka wbsika qhe wi kenal taaruf ayo taarufan menkkk tertanda jodoh jaehyun pisiway rl",5,4,1,"Positive",0.555555555555556,0.444444444444444
"pacaran vs ta'aruf pilih nih pilih pacaran kenapadan pilih ta'aruf ",2,7,-5,"Negative",0.222222222222222,0.777777777777778
"mon maaf nih taqi malik salmafina taaruf netijen heboh endingnya kalah bikin heboh tolong berhenti bepikir kalo pernikahan kebahagian marriage sweet marry wrong person 'sih like covid everyday new cases",6,7,-1,"Negative",0.461538461538462,0.538461538461538
"kemarin menikah ta'aruf orang trending drama perselingkuhan orang",4,6,-2,"Negative",0.4,0.6
"menurutku taaruf mesti orang agamanya ya agamanya taaruf metodenya setauku sih namanya taaruf prosesnya kompleks coba deh mbak belajar ilmunya semoga berubah pikiran",11,12,-1,"Negative",0.478260869565217,0.521739130434783
" kepengen taaruf wkwkw tau allah",1,1,0,"Positive",0.5,0.5
"subhanallah temenku nih taaruf guys langsung dm ya",3,0,3,"Positive",1,0
"semoga benaran taaruf uwu ya",3,1,2,"Positive",0.75,0.25
" taaruf wkwkkwk",0,0,0,"Positive",0,0
" nyetatus fb taaruf salah kaprah pacaran dibilang taaruf beda keleuzzz cafek akhwat model dinda nih bikin kehidupan suram zzz ",3,5,-2,"Negative",0.375,0.625
"menikah kehidupan perjuangan barumembangun nya keluarga sejuta harapan terlepas pernikahan taaruf selesailangkah ",7,7,0,"Positive",0.5,0.5
"hahahahahaha taaruf biar ",1,1,0,"Positive",0.5,0.5
"taaruf pamer keuwuan nikah uwu",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" kalo bantu bantu biar ta'aruf bareng ukhti",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"perasaan twitter suka ribut deh taaruf pelakor orang tua durhaka",4,6,-2,"Negative",0.4,0.6
"woii plis baperin pengin ajak taaruf",1,0,1,"Positive",1,0
" mikir taaruf ginisi beda diceritain orang tua tementemen nyeritain taaruf beda versi kalo dinda rey",2,5,-3,"Negative",0.285714285714286,0.714285714285714
"lucu kali ya kalo ta'aruf teman eh takudddd deh",2,3,-1,"Negative",0.4,0.6
